YearStart,LocationAbbr,LocationDesc,stratum_category,stratum_value,Data_Value,high_risk_obesity,early_warning
2022,MD,Maryland,Total,Total,33.2,0,1.0
2023,MD,Maryland,Total,Total,34.1,1,
2024,MD,Maryland,Total,Total,32.7,0,
2011,ME,Maine,Age (years),18 - 24,14.8,0,0.0
2012,ME,Maine,Age (years),18 - 24,14.4,0,0.0
2013,ME,Maine,Age (years),18 - 24,15.1,0,0.0
2014,ME,Maine,Age (years),18 - 24,14.7,0,0.0
2015,ME,Maine,Age (years),18 - 24,22.5,0,0.0
2016,ME,Maine,Age (years),18 - 24,20.7,0,0.0
2017,ME,Maine,Age (years),18 - 24,12.9,0,0.0
2018,ME,Maine,Age (years),18 - 24,20.5,0,0.0
2019,ME,Maine,Age (years),18 - 24,18.3,0,0.0
2020,ME,Maine,Age (years),18 - 24,18.7,0,0.0
2021,ME,Maine,Age (years),18 - 24,21.1,0,0.0
2022,ME,Maine,Age (years),18 - 24,23.4,0,0.0
2023,ME,Maine,Age (years),18 - 24,22.2,0,0.0
2024,ME,Maine,Age (years),18 - 24,19.8,0,
2011,ME,Maine,Age (years),25 - 34,28.8,0,0.0
2012,ME,Maine,Age (years),25 - 34,27.4,0,0.0
2013,ME,Maine,Age (years),25 - 34,24.0,0,0.0
2014,ME,Maine,Age (years),25 - 34,29.0,0,0.0
2015,ME,Maine,Age (years),25 - 34,27.2,0,0.0
2016,ME,Maine,Age (years),25 - 34,25.8,0,0.0
2017,ME,Maine,Age (years),25 - 34,26.9,0,0.0
2018,ME,Maine,Age (years),25 - 34,27.7,0,0.0
2019,ME,Maine,Age (years),25 - 34,28.9,0,0.0
2020,ME,Maine,Age (years),25 - 34,31.0,0,0.0
2021,ME,Maine,Age (years),25 - 34,29.4,0,1.0
2022,ME,Maine,Age (years),25 - 34,35.5,1,
2023,ME,Maine,Age (years),25 - 34,33.9,1,
2024,ME,Maine,Age (years),25 - 34,35.3,1,
2011,ME,Maine,Age (years),35 - 44,28.9,0,0.0
2012,ME,Maine,Age (years),35 - 44,32.9,0,0.0
2013,ME,Maine,Age (years),35 - 44,33.2,0,0.0
2014,ME,Maine,Age (years),35 - 44,29.5,0,0.0
2015,ME,Maine,Age (years),35 - 44,33.0,0,0.0
2016,ME,Maine,Age (years),35 - 44,30.0,0,0.0
2017,ME,Maine,Age (years),35 - 44,32.4,0,1.0
2018,ME,Maine,Age (years),35 - 44,36.1,1,
2019,ME,Maine,Age (years),35 - 44,34.2,1,
2020,ME,Maine,Age (years),35 - 44,36.0,1,
2021,ME,Maine,Age (years),35 - 44,36.5,1,
2022,ME,Maine,Age (years),35 - 44,34.2,1,
2023,ME,Maine,Age (years),35 - 44,35.1,1,
2024,ME,Maine,Age (years),35 - 44,35.5,1,
2011,ME,Maine,Age (years),45 - 54,32.4,0,0.0
2012,ME,Maine,Age (years),45 - 54,32.9,0,1.0
2013,ME,Maine,Age (years),45 - 54,34.3,1,
2014,ME,Maine,Age (years),45 - 54,34.4,1,
2015,ME,Maine,Age (years),45 - 54,31.8,0,1.0
2016,ME,Maine,Age (years),45 - 54,37.3,1,
2017,ME,Maine,Age (years),45 - 54,34.6,1,
2018,ME,Maine,Age (years),45 - 54,38.6,1,
2019,ME,Maine,Age (years),45 - 54,40.3,1,
2020,ME,Maine,Age (years),45 - 54,37.3,1,
2021,ME,Maine,Age (years),45 - 54,39.1,1,
2022,ME,Maine,Age (years),45 - 54,37.8,1,
2023,ME,Maine,Age (years),45 - 54,40.2,1,
2024,ME,Maine,Age (years),45 - 54,38.5,1,
2011,ME,Maine,Age (years),55 - 64,32.7,0,0.0
2012,ME,Maine,Age (years),55 - 64,32.1,0,0.0
2013,ME,Maine,Age (years),55 - 64,33.4,0,0.0
2014,ME,Maine,Age (years),55 - 64,31.4,0,0.0
2015,ME,Maine,Age (years),55 - 64,33.5,0,0.0
2016,ME,Maine,Age (years),55 - 64,33.0,0,1.0
2017,ME,Maine,Age (years),55 - 64,34.0,1,
2018,ME,Maine,Age (years),55 - 64,30.5,0,1.0
2019,ME,Maine,Age (years),55 - 64,36.3,1,
2020,ME,Maine,Age (years),55 - 64,34.2,1,
2021,ME,Maine,Age (years),55 - 64,36.8,1,
2022,ME,Maine,Age (years),55 - 64,39.2,1,
2023,ME,Maine,Age (years),55 - 64,35.1,1,
2024,ME,Maine,Age (years),55 - 64,37.8,1,
2011,ME,Maine,Age (years),65 or older,24.5,0,0.0
2012,ME,Maine,Age (years),65 or older,25.9,0,0.0
2013,ME,Maine,Age (years),65 or older,27.2,0,0.0
2014,ME,Maine,Age (years),65 or older,25.9,0,0.0
2015,ME,Maine,Age (years),65 or older,29.0,0,0.0
2016,ME,Maine,Age (years),65 or older,28.7,0,0.0
2017,ME,Maine,Age (years),65 or older,27.8,0,0.0
2018,ME,Maine,Age (years),65 or older,27.2,0,0.0
2019,ME,Maine,Age (years),65 or older,28.7,0,0.0
2020,ME,Maine,Age (years),65 or older,27.4,0,0.0
2021,ME,Maine,Age (years),65 or older,27.5,0,0.0
2022,ME,Maine,Age (years),65 or older,28.4,0,0.0
2023,ME,Maine,Age (years),65 or older,29.6,0,0.0
2024,ME,Maine,Age (years),65 or older,30.4,0,
2011,ME,Maine,Education,College graduate,20.2,0,0.0
2012,ME,Maine,Education,College graduate,19.7,0,0.0
2013,ME,Maine,Education,College graduate,22.2,0,0.0
2014,ME,Maine,Education,College graduate,22.5,0,0.0
2015,ME,Maine,Education,College graduate,21.8,0,0.0
2016,ME,Maine,Education,College graduate,21.9,0,0.0
2017,ME,Maine,Education,College graduate,21.8,0,0.0
2018,ME,Maine,Education,College graduate,23.5,0,0.0
2019,ME,Maine,Education,College graduate,23.9,0,0.0
2020,ME,Maine,Education,College graduate,24.0,0,0.0
2021,ME,Maine,Education,College graduate,25.6,0,0.0
2022,ME,Maine,Education,College graduate,27.6,0,0.0
2023,ME,Maine,Education,College graduate,25.3,0,0.0
2024,ME,Maine,Education,College graduate,28.1,0,
2011,ME,Maine,Education,High school graduate,31.4,0,0.0
2012,ME,Maine,Education,High school graduate,31.6,0,0.0
2013,ME,Maine,Education,High school graduate,31.5,0,0.0
2014,ME,Maine,Education,High school graduate,31.1,0,1.0
2015,ME,Maine,Education,High school graduate,34.1,1,
2016,ME,Maine,Education,High school graduate,33.3,0,0.0
2017,ME,Maine,Education,High school graduate,33.4,0,0.0
2018,ME,Maine,Education,High school graduate,33.2,0,1.0
2019,ME,Maine,Education,High school graduate,36.9,1,
2020,ME,Maine,Education,High school graduate,32.2,0,0.0
2021,ME,Maine,Education,High school graduate,33.1,0,1.0
2022,ME,Maine,Education,High school graduate,34.9,1,
2023,ME,Maine,Education,High school graduate,35.3,1,
2024,ME,Maine,Education,High school graduate,36.9,1,
2011,ME,Maine,Education,Less than high school,32.2,0,1.0
2012,ME,Maine,Education,Less than high school,34.8,1,
2013,ME,Maine,Education,Less than high school,34.2,1,
2014,ME,Maine,Education,Less than high school,30.9,0,0.0
2015,ME,Maine,Education,Less than high school,32.4,0,1.0
2016,ME,Maine,Education,Less than high school,35.7,1,
2017,ME,Maine,Education,Less than high school,29.3,0,1.0
2018,ME,Maine,Education,Less than high school,34.6,1,
2019,ME,Maine,Education,Less than high school,29.9,0,1.0
2020,ME,Maine,Education,Less than high school,38.2,1,
2021,ME,Maine,Education,Less than high school,38.1,1,
2022,ME,Maine,Education,Less than high school,32.1,0,1.0
2023,ME,Maine,Education,Less than high school,34.8,1,
2024,ME,Maine,Education,Less than high school,32.9,0,
2011,ME,Maine,Education,Some college or technical school,28.4,0,0.0
2012,ME,Maine,Education,Some college or technical school,29.6,0,0.0
2013,ME,Maine,Education,Some college or technical school,29.8,0,0.0
2014,ME,Maine,Education,Some college or technical school,28.8,0,0.0
2015,ME,Maine,Education,Some college or technical school,31.7,0,0.0
2016,ME,Maine,Education,Some college or technical school,31.8,0,0.0
2017,ME,Maine,Education,Some college or technical school,31.1,0,0.0
2018,ME,Maine,Education,Some college or technical school,32.6,0,1.0
2019,ME,Maine,Education,Some college or technical school,34.3,1,
2020,ME,Maine,Education,Some college or technical school,34.9,1,
2021,ME,Maine,Education,Some college or technical school,35.1,1,
2022,ME,Maine,Education,Some college or technical school,37.0,1,
2023,ME,Maine,Education,Some college or technical school,36.8,1,
2024,ME,Maine,Education,Some college or technical school,35.2,1,
2011,ME,Maine,Income,"$15,000 - $24,999",33.7,1,
2012,ME,Maine,Income,"$15,000 - $24,999",31.9,0,1.0
2013,ME,Maine,Income,"$15,000 - $24,999",33.7,1,
2014,ME,Maine,Income,"$15,000 - $24,999",32.2,0,0.0
2015,ME,Maine,Income,"$15,000 - $24,999",33.4,0,0.0
2016,ME,Maine,Income,"$15,000 - $24,999",31.1,0,0.0
2017,ME,Maine,Income,"$15,000 - $24,999",32.3,0,1.0
2018,ME,Maine,Income,"$15,000 - $24,999",35.4,1,
2019,ME,Maine,Income,"$15,000 - $24,999",33.7,1,
2020,ME,Maine,Income,"$15,000 - $24,999",34.7,1,
2021,ME,Maine,Income,"$15,000 - $24,999",39.0,1,
2022,ME,Maine,Income,"$15,000 - $24,999",32.5,0,1.0
2023,ME,Maine,Income,"$15,000 - $24,999",39.5,1,
2024,ME,Maine,Income,"$15,000 - $24,999",38.3,1,
2011,ME,Maine,Income,"$25,000 - $34,999",30.0,0,0.0
2012,ME,Maine,Income,"$25,000 - $34,999",30.1,0,0.0
2013,ME,Maine,Income,"$25,000 - $34,999",30.1,0,0.0
2014,ME,Maine,Income,"$25,000 - $34,999",30.2,0,0.0
2015,ME,Maine,Income,"$25,000 - $34,999",30.2,0,1.0
2016,ME,Maine,Income,"$25,000 - $34,999",34.2,1,
2017,ME,Maine,Income,"$25,000 - $34,999",33.2,0,0.0
2018,ME,Maine,Income,"$25,000 - $34,999",30.2,0,0.0
2019,ME,Maine,Income,"$25,000 - $34,999",31.6,0,1.0
2020,ME,Maine,Income,"$25,000 - $34,999",34.3,1,
2021,ME,Maine,Income,"$25,000 - $34,999",30.7,0,1.0
2022,ME,Maine,Income,"$25,000 - $34,999",40.4,1,
2023,ME,Maine,Income,"$25,000 - $34,999",34.9,1,
2024,ME,Maine,Income,"$25,000 - $34,999",35.4,1,
2011,ME,Maine,Income,"$35,000 - $49,999",27.8,0,0.0
2012,ME,Maine,Income,"$35,000 - $49,999",33.5,0,0.0
2013,ME,Maine,Income,"$35,000 - $49,999",28.4,0,0.0
2014,ME,Maine,Income,"$35,000 - $49,999",29.9,0,0.0
2015,ME,Maine,Income,"$35,000 - $49,999",30.3,0,0.0
2016,ME,Maine,Income,"$35,000 - $49,999",33.1,0,0.0
2017,ME,Maine,Income,"$35,000 - $49,999",30.7,0,0.0
2018,ME,Maine,Income,"$35,000 - $49,999",33.3,0,1.0
2019,ME,Maine,Income,"$35,000 - $49,999",35.1,1,
2020,ME,Maine,Income,"$35,000 - $49,999",30.8,0,0.0
2021,ME,Maine,Income,"$35,000 - $49,999",32.8,0,1.0
2022,ME,Maine,Income,"$35,000 - $49,999",35.2,1,
2023,ME,Maine,Income,"$35,000 - $49,999",33.7,1,
2024,ME,Maine,Income,"$35,000 - $49,999",35.9,1,
2011,ME,Maine,Income,"$50,000 - $74,999",25.8,0,0.0
2012,ME,Maine,Income,"$50,000 - $74,999",26.6,0,0.0
2013,ME,Maine,Income,"$50,000 - $74,999",27.4,0,0.0
2014,ME,Maine,Income,"$50,000 - $74,999",28.0,0,0.0
2015,ME,Maine,Income,"$50,000 - $74,999",30.1,0,0.0
2016,ME,Maine,Income,"$50,000 - $74,999",30.9,0,0.0
2017,ME,Maine,Income,"$50,000 - $74,999",32.6,0,0.0
2018,ME,Maine,Income,"$50,000 - $74,999",30.2,0,0.0
2019,ME,Maine,Income,"$50,000 - $74,999",33.4,0,0.0
2020,ME,Maine,Income,"$50,000 - $74,999",31.4,0,1.0
2021,ME,Maine,Income,"$50,000 - $74,999",36.7,1,
2022,ME,Maine,Income,"$50,000 - $74,999",35.5,1,
2023,ME,Maine,Income,"$50,000 - $74,999",32.6,0,1.0
2024,ME,Maine,Income,"$50,000 - $74,999",34.7,1,
2011,ME,Maine,Income,"$75,000 or greater",22.5,0,0.0
2012,ME,Maine,Income,"$75,000 or greater",22.7,0,0.0
2013,ME,Maine,Income,"$75,000 or greater",25.3,0,0.0
2014,ME,Maine,Income,"$75,000 or greater",23.7,0,0.0
2015,ME,Maine,Income,"$75,000 or greater",24.7,0,0.0
2016,ME,Maine,Income,"$75,000 or greater",25.1,0,0.0
2017,ME,Maine,Income,"$75,000 or greater",24.7,0,0.0
2018,ME,Maine,Income,"$75,000 or greater",26.5,0,0.0
2019,ME,Maine,Income,"$75,000 or greater",29.0,0,0.0
2020,ME,Maine,Income,"$75,000 or greater",30.7,0,0.0
2021,ME,Maine,Income,"$75,000 or greater",31.7,0,0.0
2022,ME,Maine,Income,"$75,000 or greater",30.8,0,1.0
2023,ME,Maine,Income,"$75,000 or greater",36.1,1,
2024,ME,Maine,Income,"$75,000 or greater",33.2,0,
2011,ME,Maine,Income,Data not reported,24.3,0,0.0
2012,ME,Maine,Income,Data not reported,20.7,0,0.0
2013,ME,Maine,Income,Data not reported,24.2,0,0.0
2014,ME,Maine,Income,Data not reported,23.5,0,0.0
2015,ME,Maine,Income,Data not reported,31.7,0,0.0
2016,ME,Maine,Income,Data not reported,22.3,0,0.0
2017,ME,Maine,Income,Data not reported,19.1,0,0.0
2018,ME,Maine,Income,Data not reported,29.0,0,0.0
2019,ME,Maine,Income,Data not reported,29.1,0,0.0
2020,ME,Maine,Income,Data not reported,27.1,0,0.0
2021,ME,Maine,Income,Data not reported,27.8,0,0.0
2022,ME,Maine,Income,Data not reported,29.2,0,0.0
2023,ME,Maine,Income,Data not reported,28.0,0,0.0
2024,ME,Maine,Income,Data not reported,30.2,0,
2011,ME,Maine,Income,"Less than $15,000",31.7,0,1.0
2012,ME,Maine,Income,"Less than $15,000",34.8,1,
2013,ME,Maine,Income,"Less than $15,000",35.6,1,
2014,ME,Maine,Income,"Less than $15,000",32.7,0,1.0
2015,ME,Maine,Income,"Less than $15,000",36.5,1,
2016,ME,Maine,Income,"Less than $15,000",38.1,1,
2017,ME,Maine,Income,"Less than $15,000",32.0,0,1.0
2018,ME,Maine,Income,"Less than $15,000",35.4,1,
2019,ME,Maine,Income,"Less than $15,000",36.1,1,
2020,ME,Maine,Income,"Less than $15,000",36.2,1,
2021,ME,Maine,Income,"Less than $15,000",43.6,1,
2022,ME,Maine,Income,"Less than $15,000",45.0,1,
2023,ME,Maine,Income,"Less than $15,000",45.5,1,
2024,ME,Maine,Income,"Less than $15,000",35.4,1,
2011,ME,Maine,Race/Ethnicity,2 or more races,29.9,0,0.0
2012,ME,Maine,Race/Ethnicity,2 or more races,30.3,0,0.0
2013,ME,Maine,Race/Ethnicity,2 or more races,25.7,0,0.0
2014,ME,Maine,Race/Ethnicity,2 or more races,19.3,0,0.0
2015,ME,Maine,Race/Ethnicity,2 or more races,30.3,0,0.0
2016,ME,Maine,Race/Ethnicity,2 or more races,26.1,0,1.0
2017,ME,Maine,Race/Ethnicity,2 or more races,36.1,1,
2018,ME,Maine,Race/Ethnicity,2 or more races,35.5,1,
2019,ME,Maine,Race/Ethnicity,2 or more races,43.0,1,
2020,ME,Maine,Race/Ethnicity,2 or more races,33.5,0,1.0
2021,ME,Maine,Race/Ethnicity,2 or more races,44.5,1,
2022,ME,Maine,Race/Ethnicity,2 or more races,47.4,1,
2023,ME,Maine,Race/Ethnicity,2 or more races,29.1,0,0.0
2024,ME,Maine,Race/Ethnicity,2 or more races,26.1,0,
2011,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,29.0,0,1.0
2012,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,37.6,1,
2013,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,44.7,1,
2014,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,35.4,1,
2015,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,21.7,0,1.0
2016,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,48.0,1,
2017,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,29.3,0,1.0
2018,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,42.3,1,
2019,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,32.2,0,0.0
2020,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,24.7,0,0.0
2021,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,31.5,0,1.0
2022,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,46.6,1,
2023,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,43.9,1,
2024,ME,Maine,Race/Ethnicity,American Indian/Alaska Native,35.7,1,
2023,ME,Maine,Race/Ethnicity,Asian,18.4,0,0.0
2024,ME,Maine,Race/Ethnicity,Asian,10.1,0,
2011,ME,Maine,Race/Ethnicity,Hispanic,30.3,0,0.0
2012,ME,Maine,Race/Ethnicity,Hispanic,24.6,0,0.0
2013,ME,Maine,Race/Ethnicity,Hispanic,16.8,0,0.0
2014,ME,Maine,Race/Ethnicity,Hispanic,30.0,0,0.0
